10,23/4/2020,21:43:37,23.8,101.1,37.9,6.76648e-008,1.83627e-005,,2.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,4.000,8.000,4.000,3.000,1.000,2.000,5.000,5.000,5.000,7.000,6.000,10.000,11.000,16.175,7.825,13.000,19.000,11.000,18.000,20.000,16.000,29.000,32.101,31.900,33.170,33.830,50.001,39.473,51.298,55.873,78.432,74.976,93.606,109.348,110.150,134.856,124.526,133.479,145.004,175.445,148.672,179.897,182.006,172.059,183.042,173.250,175.076,170.601,148.004,159.004,140.004,159.033,155.976,115.556,113.451,120.003,111.003,96.802,91.202,91.369,89.128,83.508,64.001,73.804,54.198,37.000,34.000,51.001,27.000,30.000,18.000,26.000,24.434,12.566,19.000,9.000,10.000,12.000,10.000,5.000,4.000,2.000,3.000,5.000,3.000,2.000,2.000,1.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.13,9640.20, 13.3,749.9,1.000,1.72,7.46,776.8,ON,94.059,106.687,93.316,88.168,1.692,6.511402e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
11,23/4/2020,21:49:07,23.8,101.1,37.8,6.76648e-008,1.83627e-005,,2.000,0.000,0.000,0.000,1.000,0.000,0.000,2.000,0.000,1.000,4.000,2.000,3.000,5.000,1.000,6.000,2.000,4.000,5.000,4.000,9.000,8.000,6.000,9.000,19.000,14.684,15.316,16.000,21.000,12.000,16.000,23.000,18.101,28.900,28.171,42.830,31.000,29.000,60.001,55.001,71.001,60.049,77.952,85.132,70.871,126.063,112.942,126.401,149.036,155.014,146.564,139.004,178.885,155.126,167.095,174.919,177.407,162.076,138.529,151.364,159.781,159.898,134.976,121.555,109.392,104.859,91.203,88.002,66.001,65.185,73.818,67.744,54.258,68.001,47.346,54.655,48.573,32.681,29.747,28.758,25.242,32.000,15.000,17.000,19.000,7.000,13.100,10.900,4.000,3.000,6.000,9.000,2.000,1.000,3.000,4.000,3.000,0.000,0.000,0.000,0.000,1.000,2.000,1.000,0.000,1.000,0.000,1.000,2.000,0.000,0.000,1.000,300,4,50,1,3.000,0.326,0.00,10.13,9640.20, 13.3,749.9,1.000,1.72,7.46,776.8,ON,95.667,108.750,94.651,88.168,1.701,5.992969e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
12,23/4/2020,21:54:37,23.8,101.1,37.8,6.76648e-008,1.83627e-005,,1.000,1.000,0.000,1.000,0.000,0.000,0.000,1.000,2.000,3.000,2.000,2.000,3.000,3.000,5.000,3.000,9.000,9.000,3.000,8.000,14.000,19.000,15.000,16.000,27.000,20.000,26.048,26.952,35.945,45.056,39.660,44.341,34.202,53.112,50.857,54.830,54.000,60.001,60.772,85.517,74.715,90.148,106.855,100.002,116.003,109.002,140.512,124.495,149.720,146.167,150.679,147.529,168.563,168.421,155.496,153.794,156.074,160.075,156.529,161.363,139.914,122.077,118.660,120.279,101.725,96.800,107.695,101.511,99.900,87.104,60.001,72.001,61.001,55.001,62.001,58.001,51.001,40.000,30.000,36.000,23.000,28.479,23.522,12.000,10.000,7.000,9.000,9.000,8.000,12.000,8.000,6.000,6.000,1.000,2.000,3.000,1.000,0.000,5.000,1.000,5.000,0.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.13,9640.20, 13.3,749.9,1.000,1.72,7.46,776.8,ON,89.276,102.974,87.858,88.168,1.764,6.705873e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
13,23/4/2020,22:00:07,23.8,101.1,37.7,6.76648e-008,1.83627e-005,,1.000,1.000,0.000,0.000,0.000,0.000,2.000,1.000,3.000,1.000,5.000,8.965,8.035,14.000,8.295,9.705,13.000,18.000,14.000,13.000,26.000,22.000,23.000,24.000,28.000,25.000,34.001,15.000,27.000,32.000,28.659,30.341,29.000,38.000,43.001,50.001,44.000,51.001,62.001,83.001,73.150,79.902,88.953,109.003,122.076,119.928,113.018,144.386,149.321,158.289,167.558,165.451,147.004,203.114,162.898,186.341,201.077,166.338,191.899,151.494,145.421,156.810,151.662,153.557,116.421,122.629,104.151,98.856,99.352,108.237,94.818,82.873,65.439,57.691,59.347,60.655,53.144,41.857,31.981,32.778,33.242,23.000,26.000,17.000,12.000,12.000,13.000,10.000,13.000,14.000,8.000,10.000,6.000,0.000,2.000,1.000,1.000,2.000,0.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.13,9640.20, 13.3,749.9,1.000,1.72,7.46,776.8,ON,91.822,103.273,87.647,91.398,1.806,7.234568e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
14,23/4/2020,22:05:37,23.8,101.1,37.6,6.76648e-008,1.83627e-005,,0.000,0.000,0.000,0.000,0.000,0.414,4.586,1.000,4.000,3.000,7.000,2.000,7.000,8.000,7.000,8.000,9.000,7.000,10.000,13.000,19.000,13.000,15.135,8.865,11.000,19.000,8.000,17.000,17.000,23.000,23.735,25.265,26.000,34.386,34.614,33.000,41.833,54.708,57.460,64.001,73.002,78.226,97.777,103.002,104.002,143.123,151.885,133.003,146.774,170.729,146.724,174.068,196.660,180.178,187.902,175.771,158.690,160.336,161.941,165.449,159.551,142.449,140.388,117.464,119.003,120.002,121.003,103.838,89.166,95.002,82.002,76.906,67.098,63.001,61.001,64.966,49.636,56.401,35.000,34.000,25.000,25.000,21.000,17.000,26.000,19.805,7.195,7.000,10.000,6.000,11.000,3.000,5.000,2.000,6.000,0.000,1.000,1.000,0.000,0.000,2.000,3.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.325,0.00,10.13,9640.20, 13.3,749.9,1.000,1.72,7.46,778.1,ON,93.155,106.655,91.750,88.168,1.754,6.854856e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
15,23/4/2020,22:11:07,23.7,101.1,37.5,6.76358e-008,1.83579e-005,,0.000,2.000,0.000,1.000,1.000,3.000,0.000,2.000,0.000,4.000,1.000,6.000,4.000,18.000,10.000,5.000,8.000,12.000,9.000,11.000,12.000,22.000,15.000,7.000,11.000,9.000,18.000,12.000,14.000,20.000,13.000,25.000,28.000,28.000,35.355,43.645,35.000,48.666,43.334,49.001,66.275,73.727,83.002,115.002,115.562,101.977,124.899,144.787,139.714,138.080,153.766,156.490,144.842,161.437,174.985,166.581,201.933,155.005,159.539,155.097,154.377,129.534,135.473,134.004,114.451,129.529,124.031,107.002,76.002,90.001,90.648,83.356,68.001,60.001,68.479,51.586,43.938,41.370,28.631,27.000,36.000,18.000,17.000,27.000,16.000,12.000,12.000,7.000,4.000,13.000,3.000,2.000,5.000,3.588,2.412,1.000,2.000,6.000,0.000,2.000,0.000,2.000,1.000,1.000,1.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.14,9638.63, 13.3,749.9,1.000,1.72,7.46,776.7,ON,95.165,107.357,92.092,101.815,1.769,6.499133e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
16,23/4/2020,22:16:37,23.7,101.1,37.4,6.76358e-008,1.83579e-005,,1.744,0.000,0.000,0.000,0.000,1.000,0.000,1.000,0.000,1.000,1.000,5.000,5.000,1.000,8.000,1.000,10.000,5.000,6.000,8.000,6.000,9.000,11.000,16.000,8.000,11.000,8.000,11.000,21.000,21.000,22.000,20.000,35.000,26.000,35.000,35.001,33.000,43.001,56.001,55.841,62.434,73.727,82.756,98.787,109.463,108.270,110.735,131.609,130.243,144.805,155.118,169.738,200.600,172.178,182.747,170.006,159.612,175.336,154.068,176.006,133.330,127.271,133.066,134.181,121.171,116.003,98.002,99.933,96.071,83.001,81.294,63.747,70.416,76.429,72.032,55.153,46.938,45.000,36.000,25.000,24.000,34.001,16.523,23.478,17.000,7.000,9.000,6.000,7.000,3.000,4.000,9.000,3.000,5.000,6.000,0.000,2.000,1.000,2.000,2.000,0.000,2.000,1.000,0.000,1.000,0.000,1.000,2.000,0.000,0.000,0.000,1.000,300,4,50,1,3.000,0.326,0.00,10.14,9638.38, 13.3,749.9,1.000,1.72,7.46,776.7,ON,95.512,109.480,95.110,88.168,1.709,6.348732e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
17,23/4/2020,22:22:07,23.7,101.1,37.3,6.76358e-008,1.83579e-005,,1.000,0.000,1.000,1.000,0.000,0.000,2.000,0.000,1.000,2.000,3.000,4.000,0.000,2.000,3.000,5.000,5.000,6.000,4.000,10.000,5.000,4.000,12.000,9.000,14.000,12.000,10.000,7.000,13.000,18.622,9.378,21.720,32.559,22.721,38.000,23.000,41.000,45.001,38.001,60.682,73.594,68.728,85.001,108.002,99.561,112.711,122.736,123.003,131.927,156.729,155.880,133.480,161.090,147.177,168.993,168.295,148.284,185.062,156.155,178.296,128.666,126.557,126.299,147.635,104.289,126.231,103.776,114.222,103.037,91.343,77.307,75.355,69.001,68.001,49.001,50.001,54.694,40.307,38.092,31.909,33.000,27.000,26.000,17.000,12.000,14.858,16.310,19.832,9.165,7.835,2.000,1.000,1.000,1.000,4.000,0.000,3.000,1.000,0.000,3.000,2.000,1.000,2.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.14,9638.38, 13.3,749.9,1.000,1.72,7.46,776.7,ON,97.374,110.921,96.612,105.545,1.704,6.202265e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
18,23/4/2020,22:27:37,23.7,101.1,37.2,6.76358e-008,1.83579e-005,,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,3.000,2.000,4.000,3.000,2.000,6.000,6.000,4.000,4.000,3.000,10.000,6.000,10.000,10.000,17.000,15.000,14.000,19.000,18.622,15.378,19.000,22.000,22.000,28.000,22.846,30.154,52.001,41.967,58.875,58.434,64.727,77.001,83.002,84.001,92.002,106.433,128.179,117.320,139.023,130.822,159.490,165.758,157.522,158.985,179.119,143.998,156.335,160.579,151.807,150.016,123.209,136.386,116.547,130.694,115.826,104.030,103.933,106.292,81.780,81.002,70.001,72.905,54.097,62.001,57.001,47.694,43.308,29.000,36.000,29.000,20.000,18.000,26.000,16.000,10.000,11.000,4.000,9.165,11.835,6.000,4.000,5.000,8.000,2.000,3.000,3.000,0.000,2.000,1.000,1.000,0.000,1.000,2.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.14,9638.38, 13.3,749.9,1.000,1.72,7.46,776.7,ON,98.391,112.259,97.898,98.217,1.697,5.943991e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
19,23/4/2020,22:33:07,23.6,101.1,37.2,6.76069e-008,1.83531e-005,,1.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,1.000,1.000,1.000,0.000,2.000,2.000,4.000,6.000,7.000,8.000,10.000,3.000,5.355,7.645,4.000,6.000,9.000,8.985,13.015,10.000,13.000,17.000,17.000,18.000,24.000,25.000,29.000,35.000,32.000,41.000,54.001,52.039,56.910,64.053,86.960,88.019,98.999,122.032,111.003,127.818,138.452,135.596,144.056,147.550,165.843,166.712,171.005,157.744,176.879,138.525,130.577,147.804,146.048,155.611,125.943,101.462,120.444,105.444,98.819,82.744,103.274,88.730,60.001,75.001,61.595,63.407,64.001,56.190,45.811,40.485,44.718,30.798,23.000,23.667,23.333,16.631,23.370,10.000,11.000,15.000,7.000,4.000,6.000,7.000,5.000,6.000,2.000,2.000,2.000,1.000,0.000,3.000,0.000,0.000,1.000,0.000,2.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.14,9636.56, 13.3,749.9,1.000,1.72,7.46,776.7,ON,96.518,111.295,97.054,101.815,1.693,5.958055e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
20,23/4/2020,22:38:37,23.7,101.1,37.0,6.76358e-008,1.83579e-005,,1.000,0.000,0.290,0.710,1.000,0.000,1.000,0.000,0.000,0.000,1.000,3.000,2.000,2.000,2.000,4.000,3.768,5.232,2.000,5.000,7.000,13.000,3.000,11.000,11.000,15.000,10.000,13.000,13.000,17.000,34.000,9.000,25.000,18.000,24.000,42.000,27.000,40.666,36.334,47.841,65.160,54.251,80.751,87.002,92.002,82.536,108.182,104.288,136.004,137.651,150.119,151.243,176.091,172.437,166.487,160.542,147.467,164.005,150.539,142.782,131.016,126.740,138.855,135.548,106.843,121.623,117.085,102.968,93.037,85.002,83.002,70.020,61.982,61.940,65.061,51.063,48.938,40.369,35.723,32.909,19.000,29.573,20.473,19.502,14.453,11.000,11.000,9.000,7.000,6.000,4.000,3.000,2.000,3.000,1.000,1.000,0.000,4.000,1.000,1.000,0.000,0.000,0.000,2.000,2.000,3.000,0.000,0.000,0.000,0.000,0.000,0.000,300,4,50,1,3.000,0.326,0.00,10.14,9638.38, 13.3,749.9,1.000,1.72,7.46,776.7,ON,97.764,111.350,97.519,88.168,1.685,5.888404e+003,Lockdown Measurements,MASIN,,,Optics Room,,Normal Scan,
