10,28/7/2020,13:18:12,26.0,100.5,35.4,6.87100e-008,1.84674e-005,,10.108,10.001,26.004,51.007,56.006,114.674,140.924,224.828,261.698,275.099,401.883,454.630,515.192,518.542,551.593,627.781,595.389,570.469,487.648,488.005,409.819,359.581,298.976,272.310,214.778,184.094,175.688,136.979,139.703,127.407,132.352,125.546,129.470,133.217,150.548,141.582,150.311,130.395,103.123,141.815,95.142,83.099,104.020,87.013,86.326,77.699,68.009,66.011,72.789,70.232,76.012,71.010,93.015,96.167,119.392,131.207,123.171,128.712,134.485,135.876,114.169,121.955,110.091,139.028,91.069,110.298,75.560,96.135,87.980,83.443,75.506,65.117,56.009,57.790,33.223,32.004,25.003,32.004,22.003,24.003,11.001,12.001,8.001,11.001,5.001,6.001,5.001,3.000,3.000,0.000,0.000,0.000,1.000,0.000,2.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,300,6,50,1,3.000,0.342,0.00,10.05,9666.45, 13.3,749.9,1.000,2.79,7.43,758.0,ON,24.768,39.038,30.544,23.291,1.827,4.374315e+003,,MASIN,,,,,Normal Scan,
11,28/7/2020,13:24:12,26.1,100.5,35.4,6.87392e-008,1.84721e-005,,7.996,14.998,27.006,62.010,60.007,114.018,137.255,163.183,231.721,293.092,350.539,382.236,388.102,445.905,466.713,517.676,494.272,467.926,421.548,408.434,379.853,324.502,275.273,239.022,201.768,146.867,145.465,133.862,136.029,124.601,115.097,122.212,128.906,127.290,135.025,140.026,115.018,135.333,124.716,110.817,119.393,114.944,99.922,107.548,121.490,91.993,98.453,120.518,114.362,110.499,119.291,110.044,104.899,113.113,106.016,115.020,135.414,132.636,137.026,141.428,132.455,124.682,118.532,139.766,118.495,102.803,91.931,84.625,81.196,94.851,71.465,61.351,57.666,49.006,40.006,36.005,36.071,17.937,15.002,17.002,11.001,5.001,10.001,10.001,10.001,2.000,5.680,3.321,5.001,6.001,1.000,1.278,1.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.341,0.00,10.04,9668.25, 13.3,749.9,1.000,2.79,7.43,759.3,ON,25.317,41.374,31.968,23.291,1.884,4.006794e+003,,MASIN,,,,,Normal Scan,
12,28/7/2020,13:30:12,26.1,100.5,35.2,6.87392e-008,1.84721e-005,,7.441,19.562,30.004,44.005,66.009,99.250,151.307,188.531,258.069,350.410,439.457,490.663,584.674,674.928,733.368,762.110,795.222,809.864,791.692,717.380,664.112,587.973,542.809,464.959,376.543,324.964,300.809,229.498,192.589,196.040,156.616,129.791,154.473,152.038,157.545,154.874,157.944,125.951,119.950,116.028,148.305,130.812,119.019,115.434,105.561,108.828,109.260,109.265,109.343,109.450,105.016,123.020,125.876,128.251,114.940,125.520,159.184,157.384,146.520,183.212,137.947,136.450,125.663,117.710,88.857,97.002,108.861,90.015,79.654,68.608,57.769,71.011,67.010,53.651,46.363,41.005,22.002,25.003,19.002,13.001,14.001,9.001,10.001,8.001,6.001,7.001,1.000,3.000,0.000,1.000,1.000,3.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9668.50, 13.3,749.9,1.000,2.79,7.43,758.0,ON,25.542,37.399,30.355,24.144,1.743,5.631819e+003,,MASIN,,,,,Normal Scan,
13,28/7/2020,13:36:12,26.1,100.5,35.0,6.87392e-008,1.84721e-005,,10.001,17.890,30.115,58.481,76.537,127.873,165.179,211.329,273.560,365.203,426.497,497.141,572.596,675.902,753.816,803.714,803.861,845.339,768.610,735.194,665.433,618.121,548.958,484.720,363.847,301.135,257.722,191.992,196.711,178.422,169.529,159.030,158.029,153.834,147.225,173.037,152.033,140.727,132.324,143.494,143.665,139.920,136.516,112.528,118.970,122.990,108.814,114.798,117.527,110.331,111.706,121.022,126.022,139.192,136.132,175.263,170.484,191.172,138.446,135.506,146.059,138.150,140.908,127.024,123.370,123.149,80.539,77.506,71.800,88.970,66.771,67.010,61.009,63.008,54.008,47.006,47.005,29.003,37.878,20.129,17.002,21.002,7.001,8.417,13.585,6.001,4.000,4.000,8.001,4.000,2.000,1.000,1.000,0.000,0.000,1.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9668.25, 13.3,749.9,1.000,2.79,7.43,758.0,ON,25.483,38.227,30.591,23.291,1.774,5.793390e+003,,MASIN,,,,,Normal Scan,
14,28/7/2020,13:42:12,26.1,100.5,34.9,6.87392e-008,1.84721e-005,,7.001,15.002,29.004,48.006,81.013,106.636,141.431,199.585,249.420,327.895,398.998,501.615,527.078,601.404,617.035,679.985,703.758,618.460,654.453,581.337,543.538,462.607,402.220,326.254,257.908,222.333,192.260,165.435,142.123,125.529,127.101,120.435,139.821,136.129,132.439,125.759,130.040,114.946,110.946,90.821,91.281,83.013,76.501,76.522,83.916,78.029,80.092,83.250,93.780,87.013,86.467,104.566,122.023,114.020,167.673,171.401,151.676,159.592,154.318,139.195,160.956,153.579,147.469,112.461,127.023,117.178,98.666,99.210,93.839,73.190,68.011,60.009,55.008,52.008,51.006,34.005,33.004,20.002,21.003,19.867,9.136,13.001,5.001,9.001,3.000,7.001,2.000,1.000,3.000,8.001,7.001,3.000,0.000,2.000,0.000,1.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9668.25, 13.3,749.9,1.000,2.79,7.43,758.0,ON,25.074,38.903,30.604,24.144,1.815,4.869928e+003,,MASIN,,,,,Normal Scan,
15,28/7/2020,13:48:12,26.1,100.6,34.7,6.86708e-008,1.84721e-005,,7.001,16.002,34.004,51.540,60.831,135.371,114.312,211.851,272.380,314.550,398.479,473.463,498.843,551.243,593.342,670.558,632.144,608.217,551.869,503.910,432.235,395.995,331.309,274.262,241.726,184.643,161.002,140.985,114.699,96.514,106.000,121.042,120.442,120.249,118.374,110.018,92.016,132.174,116.632,123.262,84.010,117.020,124.023,102.015,102.449,140.401,112.215,123.754,111.289,121.820,114.160,106.539,149.573,168.159,172.915,191.015,205.438,215.378,197.197,216.456,174.290,151.122,157.542,99.454,116.507,116.293,103.416,91.115,75.241,74.621,87.404,64.325,57.691,44.973,61.041,50.989,26.021,25.211,21.795,22.003,21.149,16.855,11.001,7.001,9.001,9.001,5.825,6.176,2.000,4.000,3.141,1.860,3.000,1.000,2.000,0.000,1.000,0.000,2.000,1.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.05,9669.87, 13.3,749.9,1.000,2.79,7.43,758.1,ON,25.059,41.406,31.795,23.291,1.889,4.697589e+003,,MASIN,,,,,Normal Scan,
16,28/7/2020,13:54:12,26.1,100.5,34.6,6.87392e-008,1.84721e-005,,8.001,17.002,21.236,31.243,82.140,116.885,157.559,196.607,260.127,300.057,359.325,463.458,524.407,624.057,679.355,734.396,651.295,811.376,684.590,688.637,605.797,485.976,494.794,384.034,321.670,255.542,235.279,168.982,134.695,125.900,109.604,128.438,115.814,108.224,124.022,107.018,117.020,100.717,91.239,100.824,91.494,85.801,108.019,90.017,79.012,93.937,78.450,81.656,81.013,90.326,116.158,114.541,130.906,141.253,146.943,184.036,187.049,193.044,187.789,182.265,175.641,163.576,153.547,139.717,140.873,108.844,82.819,85.701,93.520,69.009,73.011,78.013,64.957,62.705,54.366,43.007,38.043,30.965,17.876,17.128,18.002,12.001,11.001,7.001,4.000,11.001,2.000,3.001,4.000,2.000,0.000,3.000,3.000,1.000,0.000,2.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9668.25, 13.3,749.9,1.000,2.79,7.43,758.0,ON,25.380,39.401,30.963,25.029,1.819,5.136026e+003,,MASIN,,,,,Normal Scan,
17,28/7/2020,14:00:12,26.2,100.5,34.4,6.87683e-008,1.84769e-005,,5.001,14.001,9.001,33.004,71.010,74.589,104.906,135.022,212.316,251.439,324.713,362.177,459.445,467.895,548.486,565.498,594.946,567.815,586.477,534.996,512.158,505.141,386.705,338.992,263.259,225.188,202.260,167.272,123.357,125.779,103.170,122.191,95.015,96.014,83.012,106.017,120.904,97.132,108.022,93.014,95.925,77.934,85.183,97.014,83.762,74.978,73.296,97.058,78.698,105.288,98.018,112.021,107.018,113.897,160.154,167.623,154.442,175.037,172.041,179.889,160.568,144.643,164.034,113.167,125.877,118.021,137.126,93.918,76.670,78.353,88.015,82.013,74.010,45.006,48.265,42.810,42.943,34.007,18.763,19.241,16.002,11.001,13.002,11.001,10.001,8.001,8.001,5.001,3.000,4.000,1.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9670.05, 13.3,749.9,1.000,2.79,7.43,758.1,ON,25.970,42.022,32.403,24.144,1.874,4.355019e+003,,MASIN,,,,,Normal Scan,
18,28/7/2020,14:06:12,26.1,100.5,34.0,6.87392e-008,1.84721e-005,,5.001,22.890,25.115,45.005,72.613,97.646,138.789,181.606,248.343,293.657,386.092,438.899,538.272,563.056,612.815,667.908,697.280,723.228,775.703,746.001,743.630,687.048,667.125,477.908,440.813,360.443,316.469,260.461,206.143,179.539,175.120,127.792,142.264,122.432,128.682,116.468,111.912,124.425,112.541,128.829,106.286,135.116,102.925,110.017,116.971,93.064,118.380,97.659,101.016,103.641,112.395,105.017,133.881,155.260,147.220,157.757,190.689,181.461,188.466,169.203,159.741,192.679,162.953,170.119,176.212,137.854,136.296,148.752,130.038,107.260,118.521,80.584,95.706,73.012,69.794,65.224,60.048,44.900,44.074,35.734,21.273,36.005,22.002,14.002,16.002,15.002,9.001,8.001,6.001,3.000,7.001,9.001,4.000,1.000,5.001,4.000,6.001,6.001,2.000,4.001,0.000,2.000,0.000,1.000,1.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.04,9668.25, 13.3,749.9,1.000,2.79,7.43,758.0,ON,26.578,42.763,32.617,25.946,1.879,5.614524e+003,,MASIN,,,,,Normal Scan,
19,28/7/2020,14:12:12,26.1,100.6,33.8,6.86708e-008,1.84721e-005,,8.001,16.002,24.003,39.004,82.690,97.337,121.021,156.027,204.043,227.630,291.495,343.107,422.137,480.058,558.338,542.182,636.384,677.041,644.480,723.650,689.563,636.814,554.509,565.331,497.697,403.694,320.694,273.853,220.919,182.534,162.011,153.565,118.506,134.023,127.112,130.427,106.527,110.170,127.635,110.450,118.829,136.027,123.985,105.054,99.016,90.220,112.181,122.658,124.024,104.819,125.161,129.088,133.703,109.342,138.142,152.915,143.030,145.565,170.503,162.260,161.811,130.588,132.538,125.459,126.103,118.565,109.554,98.347,96.219,101.426,75.499,82.233,68.693,77.013,72.011,64.009,45.332,38.887,26.932,25.867,26.003,16.002,14.001,21.003,10.001,7.001,7.001,5.001,0.000,5.086,2.915,1.000,1.000,1.000,6.001,2.000,2.000,2.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.05,9669.87, 13.3,749.9,1.000,2.79,7.43,758.1,ON,27.138,41.734,32.672,26.896,1.831,5.084928e+003,,MASIN,,,,,Normal Scan,
20,28/7/2020,14:18:12,26.2,100.6,33.5,6.87000e-008,1.84769e-005,,8.001,19.002,29.003,50.006,74.011,101.015,130.597,203.525,242.012,287.099,347.964,387.737,495.345,588.736,647.870,706.631,764.879,795.737,871.930,818.490,820.743,774.313,708.246,594.763,524.675,460.112,428.640,333.349,258.405,186.495,164.202,174.410,150.029,136.458,141.408,138.215,125.349,134.660,122.062,123.021,129.399,121.948,124.483,128.748,111.532,97.210,98.821,110.019,99.867,117.761,115.432,110.769,140.277,123.020,141.027,141.028,127.941,145.786,178.383,162.018,171.039,138.404,151.437,146.399,124.874,111.804,116.237,106.018,103.056,102.978,90.961,82.578,80.502,74.010,59.579,54.437,53.211,30.891,37.914,26.003,19.003,21.002,15.002,11.001,10.001,10.001,7.001,8.379,4.623,5.001,5.001,4.000,1.000,1.000,2.000,1.000,1.000,0.000,1.000,0.000,1.000,2.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,1.000,0.000,300,6,50,1,3.000,0.342,0.00,10.05,9671.67, 13.3,749.9,1.000,2.79,7.43,758.2,ON,26.752,39.881,31.683,25.946,1.785,5.877781e+003,,MASIN,,,,,Normal Scan,
21,28/7/2020,14:24:12,26.1,100.6,33.5,6.86708e-008,1.84721e-005,,7.001,8.001,18.003,37.005,51.007,99.432,136.227,155.817,196.757,233.682,299.298,337.744,386.387,495.988,551.561,577.030,632.568,715.320,701.010,698.882,685.558,635.462,565.856,520.104,443.567,375.219,348.164,269.137,205.405,207.047,157.014,143.045,131.442,134.254,126.464,130.913,112.037,116.020,121.022,110.018,99.588,91.943,92.407,106.072,88.499,81.385,91.210,85.745,97.285,87.610,101.421,105.475,116.242,118.911,114.569,148.775,137.286,140.444,135.902,150.732,149.818,132.695,125.538,128.947,105.609,96.992,88.447,78.898,76.127,76.621,62.399,81.013,58.010,46.974,60.745,48.302,22.002,28.419,22.588,19.002,18.002,13.001,10.001,8.001,7.001,6.001,5.001,3.000,2.000,1.000,1.000,2.000,0.000,2.000,0.000,0.000,0.000,0.000,1.000,1.000,0.000,0.000,1.000,0.000,0.000,0.000,1.000,0.000,0.000,0.000,0.000,0.000,300,6,50,1,3.000,0.342,0.00,10.05,9669.87, 13.3,749.9,1.000,2.79,7.43,758.1,ON,26.807,39.455,31.697,25.029,1.768,4.936195e+003,,MASIN,,,,,Normal Scan,
